batch_id,supplier_id,component_name,quantity_produced,production_date,received_date,quantity_passed_qc
BATCH-2025-03614,42,Microcontroller,1684,2025-06-07,2025-06-23,1656
BATCH-2025-03615,24,Connector,7415,2025-09-29,2025-10-06,7201
BATCH-2025-03616,3,Fan,2784,2025-12-25,2026-01-01,2692
BATCH-2025-03617,33,Charger,7502,2025-09-18,2025-09-26,7427
BATCH-2025-03618,50,Processor,4174,2025-09-28,2025-10-17,3880
BATCH-2025-03619,26,Battery,4791,2025-10-13,2025-10-26,4519
BATCH-2026-03620,22,Memory,515,2026-03-12,2026-03-26,510
BATCH-2025-03621,9,Microcontroller,9905,2025-01-02,2025-01-10,9604
BATCH-2025-03622,13,Camera,6343,2025-03-14,2025-03-19,6112
BATCH-2025-03623,43,Motherboard,1924,2025-11-06,2025-11-14,1839
BATCH-2025-03624,29,PCB,2487,2025-02-04,2025-02-11,2321
BATCH-2025-03625,33,Fan,994,2025-03-30,2025-04-15,976
BATCH-2025-03626,35,Sensor,1802,2025-10-13,2025-11-01,1667
BATCH-2026-03627,37,Processor,9836,2026-04-06,2026-04-17,9600
BATCH-2025-03628,19,PCB,8019,2025-02-14,2025-02-21,7640
BATCH-2024-03629,37,Charger,4876,2024-12-03,2024-12-15,4827
BATCH-2025-03630,35,Sensor,8680,2025-12-02,2025-12-21,8593
BATCH-2025-03631,3,Charger,4323,2025-03-09,2025-03-29,4227
BATCH-2025-03632,45,Motherboard,7107,2025-09-03,2025-09-21,6789
BATCH-2025-03633,1,Display,2068,2025-12-18,2026-01-05,2018
BATCH-2024-03634,30,Display,5889,2024-12-29,2025-01-15,5830
BATCH-2026-03635,2,Camera,232,2026-03-01,2026-03-13,230
BATCH-2024-03636,40,Motherboard,1561,2024-12-12,2024-12-31,1529
BATCH-2025-03637,32,Speaker,2741,2025-05-04,2025-05-17,2674
BATCH-2026-03638,2,Battery,2929,2026-09-05,2026-09-14,2872
BATCH-2025-03639,11,Microcontroller,114,2025-09-20,2025-10-04,110
BATCH-2026-03640,42,Memory,6376,2026-08-23,2026-09-05,6312
BATCH-2025-03641,26,Battery,1983,2025-02-14,2025-03-02,1963
BATCH-2025-03642,48,Fan,6383,2025-11-08,2025-11-13,6319
BATCH-2025-03643,31,Power IC,5187,2025-10-25,2025-11-05,5135
BATCH-2025-03644,29,Speaker,7450,2025-01-07,2025-01-27,7293
BATCH-2025-03645,18,Charger,3583,2025-05-11,2025-05-22,3298
BATCH-2024-03646,39,Camera,6800,2024-10-31,2024-11-12,6372
BATCH-2025-03647,4,PCB,2773,2025-09-28,2025-10-12,2693
BATCH-2025-03648,24,Motherboard,5207,2025-02-22,2025-03-03,4942
BATCH-2024-03649,49,Connector,4012,2024-12-21,2025-01-03,3845
BATCH-2026-03650,12,Camera,9172,2026-05-06,2026-05-15,8995
BATCH-2026-03651,19,Connector,8241,2026-08-25,2026-09-10,7840
BATCH-2025-03652,43,Fan,6176,2025-03-09,2025-03-26,5849
BATCH-2026-03653,45,Sensor,6598,2026-03-06,2026-03-25,6532
BATCH-2026-03654,30,Charger,654,2026-02-10,2026-02-20,624
BATCH-2026-03655,17,Connector,966,2026-05-16,2026-05-30,940
BATCH-2026-03656,43,Fan,788,2026-06-15,2026-06-30,740
BATCH-2024-03657,27,Camera,1336,2024-11-14,2024-11-23,1267
BATCH-2025-03658,38,Microcontroller,4005,2025-05-18,2025-06-03,3790
BATCH-2025-03659,40,Processor,1953,2025-12-20,2026-01-05,1823
BATCH-2025-03660,11,Speaker,4297,2025-08-15,2025-08-26,4254
BATCH-2025-03661,9,PCB,4290,2025-06-22,2025-07-10,4066
BATCH-2026-03662,45,Connector,8414,2026-01-21,2026-02-03,8100
BATCH-2026-03663,2,Speaker,9197,2026-04-15,2026-04-24,8954
BATCH-2025-03664,25,PCB,5817,2025-09-17,2025-10-01,5668
BATCH-2025-03665,31,Connector,8243,2025-08-14,2025-09-03,8161
BATCH-2026-03666,31,Charger,2681,2026-05-21,2026-05-29,2572
BATCH-2025-03667,44,Speaker,5258,2025-08-11,2025-08-26,5205
BATCH-2026-03668,20,Battery,8923,2026-03-18,2026-03-30,8376
BATCH-2024-03669,30,Display,5429,2024-12-05,2024-12-20,4949
BATCH-2025-03670,4,Display,4782,2025-02-11,2025-02-19,4734
BATCH-2025-03671,21,Processor,3075,2025-06-01,2025-06-17,2975
BATCH-2026-03672,6,Speaker,144,2026-05-09,2026-05-25,138
BATCH-2024-03673,42,Power IC,8401,2024-11-27,2024-12-12,8317
BATCH-2025-03674,50,Memory,4735,2025-04-25,2025-05-01,4448
BATCH-2026-03675,21,Microcontroller,1920,2026-04-09,2026-04-21,1901
BATCH-2025-03676,32,Speaker,9782,2025-05-28,2025-06-03,9436
BATCH-2025-03677,15,PCB,2032,2025-01-01,2025-01-06,1930
BATCH-2026-03678,20,Sensor,2510,2026-04-25,2026-04-30,2457
BATCH-2025-03679,43,Connector,789,2025-10-25,2025-11-03,741
BATCH-2025-03680,16,Camera,5954,2025-10-17,2025-11-06,5894
BATCH-2026-03681,2,Processor,146,2026-04-11,2026-04-27,142
BATCH-2024-03682,42,Battery,6291,2024-09-24,2024-10-09,6224
BATCH-2025-03683,37,Memory,9448,2025-03-14,2025-03-22,8834
BATCH-2026-03684,1,Processor,4968,2026-02-28,2026-03-17,4918
BATCH-2025-03685,47,Microcontroller,9283,2025-08-03,2025-08-14,8852
BATCH-2024-03686,22,Motherboard,6289,2024-11-02,2024-11-14,6226
BATCH-2024-03687,23,Charger,749,2024-12-22,2025-01-08,729
BATCH-2025-03688,44,Memory,3575,2025-08-13,2025-08-29,3539
BATCH-2025-03689,18,Motherboard,5298,2025-06-29,2025-07-11,5075
BATCH-2025-03690,27,Speaker,1831,2025-10-11,2025-10-28,1790
BATCH-2025-03691,49,Processor,7582,2025-01-18,2025-02-06,7045
BATCH-2025-03692,21,Battery,3698,2025-09-19,2025-10-05,3661
BATCH-2026-03693,25,Charger,3437,2026-04-25,2026-05-10,3286
BATCH-2026-03694,7,Charger,1065,2026-09-16,2026-09-21,1054
BATCH-2026-03695,26,Display,4979,2026-05-21,2026-06-04,4875
BATCH-2026-03696,28,Connector,5426,2026-07-05,2026-07-20,5358
BATCH-2025-03697,24,Memory,1839,2025-06-26,2025-07-14,1752
BATCH-2026-03698,47,Microcontroller,2065,2026-06-04,2026-06-18,1994
BATCH-2024-03699,7,Memory,7628,2024-12-17,2024-12-30,7552
BATCH-2026-03700,33,Display,3518,2026-08-13,2026-08-26,3483
BATCH-2024-03701,30,Microcontroller,586,2024-12-06,2024-12-17,551
BATCH-2025-03702,11,Power IC,8276,2025-04-29,2025-05-15,8093
BATCH-2026-03703,43,Battery,6882,2026-03-19,2026-04-06,6527
BATCH-2025-03704,21,Sensor,9643,2025-01-11,2025-01-18,9381
BATCH-2026-03705,23,Camera,1795,2026-03-10,2026-03-20,1770
BATCH-2025-03706,39,Camera,6619,2025-04-13,2025-05-02,6553
BATCH-2025-03707,24,Connector,4587,2025-08-06,2025-08-18,4492
BATCH-2026-03708,45,Processor,325,2026-02-04,2026-02-12,318
BATCH-2025-03709,7,Battery,886,2025-04-14,2025-04-20,848
BATCH-2024-03710,32,Memory,3101,2024-11-15,2024-11-27,2897
BATCH-2025-03711,40,Microcontroller,657,2025-01-15,2025-01-24,646
BATCH-2024-03712,43,Memory,1378,2024-10-18,2024-10-24,1315
BATCH-2025-03713,47,Charger,2641,2025-03-08,2025-03-28,2482
BATCH-2024-03714,48,Battery,9296,2024-09-18,2024-09-25,9203
BATCH-2025-03715,6,Power IC,359,2025-04-03,2025-04-18,355
BATCH-2026-03716,10,Power IC,855,2026-03-06,2026-03-23,846
BATCH-2025-03717,12,Microcontroller,7322,2025-01-29,2025-02-03,7249
BATCH-2025-03718,18,Sensor,8365,2025-08-11,2025-08-16,8052
BATCH-2024-03719,49,PCB,1551,2024-09-18,2024-10-01,1494
BATCH-2025-03720,27,PCB,4186,2025-05-20,2025-05-31,4083
BATCH-2025-03721,29,Fan,281,2025-10-14,2025-10-30,278
BATCH-2026-03722,46,PCB,3576,2026-03-16,2026-03-28,3440
BATCH-2025-03723,9,PCB,2243,2025-02-01,2025-02-20,2131
BATCH-2025-03724,47,Connector,6157,2025-12-06,2025-12-19,6070
BATCH-2026-03725,44,Speaker,3913,2026-01-09,2026-01-17,3790
BATCH-2026-03726,11,Processor,3611,2026-09-06,2026-09-21,3461
BATCH-2026-03727,3,Battery,1012,2026-03-08,2026-03-25,995
BATCH-2025-03728,23,Motherboard,6759,2025-08-16,2025-08-31,6243
BATCH-2024-03729,46,Battery,6704,2024-12-07,2024-12-18,6208
BATCH-2025-03730,34,Connector,1234,2025-12-18,2025-12-25,1164
BATCH-2025-03731,49,Microcontroller,885,2025-01-10,2025-01-26,868
BATCH-2024-03732,15,Battery,9637,2024-10-26,2024-11-03,9251
BATCH-2026-03733,28,Display,2564,2026-03-27,2026-04-09,2464
BATCH-2026-03734,1,Processor,2548,2026-08-01,2026-08-17,2518
BATCH-2026-03735,18,Sensor,4589,2026-02-08,2026-02-15,4400
BATCH-2025-03736,3,Battery,3676,2025-12-19,2025-12-26,3443
BATCH-2025-03737,27,Charger,6708,2025-02-09,2025-02-15,6550
BATCH-2024-03738,26,Motherboard,4391,2024-12-29,2025-01-09,4165
BATCH-2025-03739,36,Charger,6037,2025-12-16,2025-12-31,5689
BATCH-2026-03740,45,Camera,6237,2026-06-12,2026-07-02,6048
BATCH-2025-03741,41,Microcontroller,375,2025-05-02,2025-05-12,355
BATCH-2025-03742,29,Processor,136,2025-08-12,2025-09-01,127
BATCH-2026-03743,14,Microcontroller,6672,2026-01-07,2026-01-15,6316
BATCH-2026-03744,46,Microcontroller,5722,2026-06-13,2026-07-03,5461
BATCH-2026-03745,30,Memory,3413,2026-01-09,2026-01-18,3256
BATCH-2026-03746,10,Microcontroller,2642,2026-04-24,2026-05-05,2570
BATCH-2026-03747,42,Memory,4552,2026-01-11,2026-01-28,4503
BATCH-2024-03748,33,Fan,9667,2024-11-23,2024-12-12,9570
BATCH-2026-03749,33,Battery,180,2026-08-07,2026-08-26,175
BATCH-2026-03750,9,Memory,3244,2026-03-20,2026-04-03,3212
BATCH-2026-03751,24,Processor,6000,2026-04-08,2026-04-20,5932
BATCH-2026-03752,9,Motherboard,3288,2026-08-16,2026-08-26,3210
BATCH-2025-03753,31,Processor,855,2025-02-08,2025-02-26,841
BATCH-2025-03754,2,Power IC,9839,2025-02-25,2025-03-12,9363
BATCH-2025-03755,6,Fan,4218,2025-03-23,2025-04-12,4086
BATCH-2026-03756,4,Speaker,2677,2026-06-23,2026-07-05,2650
BATCH-2025-03757,15,Charger,1487,2025-09-08,2025-09-20,1382
BATCH-2026-03758,20,Battery,508,2026-06-08,2026-06-14,483
BATCH-2024-03759,8,Processor,8440,2024-10-31,2024-11-17,8311
BATCH-2025-03760,8,Power IC,8300,2025-04-23,2025-05-10,8217
BATCH-2026-03761,46,Motherboard,2769,2026-03-11,2026-03-30,2741
BATCH-2024-03762,45,Motherboard,7391,2024-12-24,2025-01-10,6944
BATCH-2024-03763,17,Battery,2891,2024-11-18,2024-11-30,2862
BATCH-2026-03764,21,Power IC,1776,2026-06-04,2026-06-09,1754
BATCH-2025-03765,21,Microcontroller,5301,2025-06-21,2025-07-09,5094
BATCH-2024-03766,13,Charger,3083,2024-09-25,2024-10-10,3039
BATCH-2025-03767,33,Processor,8789,2025-09-26,2025-10-12,8384
BATCH-2026-03768,2,Connector,9365,2026-01-05,2026-01-24,9091
BATCH-2026-03769,50,Motherboard,1978,2026-04-19,2026-04-30,1891
BATCH-2025-03770,44,Charger,4563,2025-12-22,2025-12-30,4410
BATCH-2025-03771,17,Speaker,2722,2025-07-29,2025-08-12,2586
BATCH-2025-03772,13,Microcontroller,5007,2025-05-26,2025-06-15,4871
BATCH-2026-03773,10,Fan,5329,2026-04-05,2026-04-23,5197
BATCH-2024-03774,6,Sensor,3973,2024-12-02,2024-12-16,3690
BATCH-2025-03775,1,Camera,1927,2025-08-24,2025-08-30,1850
BATCH-2024-03776,19,Sensor,843,2024-10-19,2024-10-31,820
BATCH-2024-03777,17,Power IC,4765,2024-12-11,2024-12-22,4641
BATCH-2024-03778,10,Charger,2428,2024-12-25,2025-01-10,2356
BATCH-2025-03779,32,Camera,9179,2025-04-24,2025-04-30,8970
BATCH-2025-03780,45,Fan,2513,2025-04-03,2025-04-16,2413
BATCH-2026-03781,40,PCB,1297,2026-09-11,2026-09-18,1232
BATCH-2024-03782,27,Display,3496,2024-10-10,2024-10-30,3350
BATCH-2026-03783,11,Battery,3963,2026-08-26,2026-09-07,3923
BATCH-2025-03784,49,Fan,3547,2025-09-19,2025-10-04,3239
BATCH-2025-03785,9,Sensor,6681,2025-05-17,2025-06-04,6569
BATCH-2024-03786,16,Speaker,1268,2024-12-31,2025-01-17,1255
BATCH-2026-03787,14,Connector,427,2026-05-20,2026-05-26,410
BATCH-2026-03788,21,Processor,9488,2026-08-03,2026-08-10,9201
BATCH-2025-03789,21,Processor,1445,2025-07-16,2025-07-29,1431
BATCH-2025-03790,32,Camera,5393,2025-05-10,2025-05-18,5311
BATCH-2026-03791,24,Display,801,2026-04-22,2026-05-12,793
BATCH-2024-03792,30,Camera,641,2024-12-30,2025-01-11,630
BATCH-2026-03793,35,Camera,2934,2026-01-25,2026-02-02,2721
BATCH-2025-03794,4,Display,7402,2025-10-11,2025-10-18,7328
BATCH-2026-03795,34,Speaker,8314,2026-03-04,2026-03-20,8093
BATCH-2025-03796,3,Camera,4517,2025-04-16,2025-04-30,4446
BATCH-2026-03797,18,Speaker,5246,2026-03-23,2026-03-30,4992
BATCH-2026-03798,48,Memory,1714,2026-05-05,2026-05-14,1661
BATCH-2026-03799,44,Connector,6113,2026-06-16,2026-06-23,6002
BATCH-2024-03800,18,Display,5274,2024-10-06,2024-10-26,5221
BATCH-2026-03801,9,Motherboard,5255,2026-05-12,2026-06-01,5202
BATCH-2025-03802,21,Power IC,4380,2025-04-24,2025-05-03,4281
BATCH-2026-03803,23,Display,8820,2026-02-16,2026-03-07,8540
BATCH-2026-03804,42,Speaker,5708,2026-07-24,2026-08-01,5598
BATCH-2024-03805,9,Speaker,1551,2024-12-24,2025-01-04,1496
BATCH-2025-03806,40,Camera,8204,2025-07-31,2025-08-10,8122
BATCH-2025-03807,18,Motherboard,3342,2025-09-25,2025-10-10,3137
BATCH-2025-03808,11,Charger,3467,2025-11-22,2025-11-28,3432
BATCH-2025-03809,49,Power IC,5827,2025-12-07,2025-12-25,5571
BATCH-2026-03810,42,Memory,2314,2026-08-30,2026-09-08,2291
BATCH-2024-03811,31,Motherboard,5091,2024-12-04,2024-12-10,4862
BATCH-2025-03812,31,Display,7877,2025-08-19,2025-08-25,7798
BATCH-2025-03813,50,Fan,1150,2025-11-09,2025-11-14,1132
BATCH-2025-03814,23,Display,9035,2025-03-05,2025-03-14,8803
BATCH-2026-03815,5,Display,8549,2026-09-01,2026-09-13,8113
BATCH-2025-03816,9,Speaker,1056,2025-12-30,2026-01-16,979
BATCH-2025-03817,50,Charger,1210,2025-05-13,2025-05-22,1165
BATCH-2024-03818,14,Charger,7896,2024-10-29,2024-11-03,7768
BATCH-2024-03819,42,Fan,8654,2024-12-13,2024-12-24,8164
BATCH-2025-03820,27,Power IC,8541,2025-03-25,2025-04-10,8297
BATCH-2026-03821,33,Processor,2834,2026-04-20,2026-05-02,2727
BATCH-2025-03822,19,Microcontroller,7418,2025-06-07,2025-06-18,7018
BATCH-2026-03823,14,Connector,9903,2026-06-15,2026-06-21,9317
BATCH-2025-03824,17,Connector,9596,2025-01-31,2025-02-15,9343
BATCH-2025-03825,44,PCB,8300,2025-07-15,2025-07-20,8217
BATCH-2025-03826,50,Sensor,2877,2025-01-23,2025-02-02,2717
BATCH-2025-03827,48,Speaker,2308,2025-12-28,2026-01-13,2159
BATCH-2025-03828,27,Sensor,4775,2025-02-23,2025-03-12,4714
BATCH-2024-03829,11,Memory,7967,2024-10-18,2024-11-01,7838
BATCH-2025-03830,33,Fan,1336,2025-11-08,2025-11-25,1323
BATCH-2026-03831,50,Charger,4463,2026-05-12,2026-05-24,3955
BATCH-2025-03832,18,Microcontroller,6217,2025-01-31,2025-02-05,5942
BATCH-2025-03833,11,Camera,1150,2025-02-10,2025-02-27,1124
BATCH-2026-03834,33,Speaker,9694,2026-07-23,2026-08-03,9597
BATCH-2025-03835,45,Fan,2309,2025-09-08,2025-09-16,2144
BATCH-2025-03836,31,Microcontroller,8727,2025-01-29,2025-02-05,8640
BATCH-2024-03837,21,Microcontroller,4536,2024-09-24,2024-10-14,4171
BATCH-2026-03838,36,Power IC,5570,2026-08-20,2026-09-06,5514
BATCH-2025-03839,49,Processor,3042,2025-12-10,2025-12-29,2859
BATCH-2025-03840,36,Display,8940,2025-10-11,2025-10-23,8543
BATCH-2026-03841,13,PCB,2915,2026-08-07,2026-08-25,2856
BATCH-2024-03842,5,Sensor,2228,2024-10-20,2024-10-25,2143
BATCH-2024-03843,16,PCB,5135,2024-12-30,2025-01-05,4862
BATCH-2025-03844,7,Processor,4123,2025-08-10,2025-08-17,4082
BATCH-2025-03845,8,PCB,9176,2025-12-16,2026-01-02,8456
BATCH-2025-03846,39,Microcontroller,4635,2025-10-19,2025-11-05,4429
BATCH-2025-03847,1,Battery,935,2025-06-23,2025-07-10,926
BATCH-2025-03848,17,Power IC,9545,2025-05-06,2025-05-18,8721
BATCH-2025-03849,20,Display,9380,2025-12-07,2025-12-12,8854
BATCH-2026-03850,28,Battery,4182,2026-09-08,2026-09-25,4127
BATCH-2026-03851,39,Power IC,5287,2026-07-26,2026-08-06,5234
BATCH-2025-03852,32,Memory,8773,2025-05-19,2025-06-07,8064
BATCH-2025-03853,9,Battery,3089,2025-10-24,2025-11-11,2873
BATCH-2025-03854,50,Power IC,3376,2025-03-15,2025-03-28,3213
BATCH-2025-03855,6,Battery,2178,2025-01-04,2025-01-11,2156
BATCH-2026-03856,2,Battery,3322,2026-08-29,2026-09-05,3279
BATCH-2025-03857,37,Charger,3313,2025-07-01,2025-07-08,3264
BATCH-2024-03858,16,Power IC,6915,2024-12-30,2025-01-05,6626
BATCH-2025-03859,49,Battery,1396,2025-05-17,2025-05-27,1382
BATCH-2024-03860,9,Memory,2508,2024-11-27,2024-12-02,2483
BATCH-2024-03861,14,Charger,5835,2024-11-26,2024-12-10,5336
BATCH-2025-03862,27,Processor,7754,2025-06-15,2025-06-20,7676
BATCH-2025-03863,48,Microcontroller,5436,2025-01-12,2025-01-28,5367
BATCH-2025-03864,11,Charger,9801,2025-09-28,2025-10-09,9703
BATCH-2025-03865,14,Battery,1271,2025-12-30,2026-01-18,1198
BATCH-2025-03866,13,Battery,977,2025-12-27,2026-01-09,909
BATCH-2026-03867,10,Speaker,6691,2026-03-17,2026-03-23,6274
BATCH-2026-03868,43,Fan,4648,2026-04-14,2026-04-29,4408
BATCH-2025-03869,5,Fan,7836,2025-12-11,2025-12-20,7578
BATCH-2025-03870,22,Power IC,7604,2025-06-25,2025-07-13,7528
BATCH-2025-03871,34,Memory,3813,2025-06-15,2025-06-25,3700
BATCH-2025-03872,48,Microcontroller,5482,2025-12-28,2026-01-11,5294
BATCH-2025-03873,46,Speaker,8511,2025-10-26,2025-11-12,7879
BATCH-2026-03874,44,Speaker,4478,2026-04-06,2026-04-13,4433
BATCH-2025-03875,45,Power IC,5305,2025-10-05,2025-10-18,5252
BATCH-2025-03876,45,Memory,2945,2025-01-16,2025-02-03,2859
BATCH-2025-03877,20,Connector,7803,2025-02-05,2025-02-10,7161
BATCH-2026-03878,22,Battery,5244,2026-08-07,2026-08-16,5173
BATCH-2025-03879,15,Speaker,3809,2025-12-15,2025-12-20,3653
BATCH-2026-03880,34,Fan,3431,2026-02-09,2026-02-19,3397
BATCH-2025-03881,46,Connector,3243,2025-12-04,2025-12-22,3110
BATCH-2025-03882,27,Motherboard,3754,2025-03-19,2025-03-30,3716
BATCH-2025-03883,16,Battery,3223,2025-11-25,2025-12-03,3112
BATCH-2025-03884,20,Memory,7242,2025-10-02,2025-10-07,6776
BATCH-2025-03885,26,Speaker,7641,2025-11-01,2025-11-15,7383
BATCH-2026-03886,12,Charger,6321,2026-07-27,2026-08-08,6144
BATCH-2025-03887,34,Camera,2884,2025-12-27,2026-01-05,2815
BATCH-2026-03888,13,Camera,578,2026-04-01,2026-04-12,572
BATCH-2025-03889,16,Power IC,1328,2025-05-07,2025-05-23,1275
BATCH-2026-03890,39,Processor,5607,2026-02-06,2026-02-20,5377
BATCH-2025-03891,12,Processor,4676,2025-05-01,2025-05-07,4629
BATCH-2026-03892,31,Connector,998,2026-02-14,2026-03-02,988
BATCH-2025-03893,19,Speaker,8002,2025-09-29,2025-10-16,7658
BATCH-2026-03894,49,Sensor,8399,2026-06-17,2026-06-26,8040
BATCH-2026-03895,12,Microcontroller,457,2026-07-14,2026-07-29,452
BATCH-2026-03896,16,Display,1043,2026-04-17,2026-05-02,1033
BATCH-2025-03897,34,Speaker,3686,2025-07-15,2025-07-21,3649
BATCH-2026-03898,1,Fan,519,2026-09-10,2026-09-21,493
BATCH-2026-03899,18,Motherboard,3408,2026-04-16,2026-05-06,3259
BATCH-2026-03900,41,Display,5134,2026-06-14,2026-06-20,4725
BATCH-2025-03901,3,Motherboard,100,2025-12-08,2025-12-21,99
BATCH-2026-03902,38,Connector,7638,2026-08-15,2026-08-23,7296
BATCH-2025-03903,16,Camera,8332,2025-09-12,2025-09-26,8142
BATCH-2025-03904,25,Motherboard,3681,2025-10-05,2025-10-12,3547
BATCH-2025-03905,7,Fan,9597,2025-05-07,2025-05-16,9501
BATCH-2025-03906,26,Display,4580,2025-02-02,2025-02-20,4485
BATCH-2025-03907,42,Sensor,1927,2025-01-10,2025-01-24,1833
BATCH-2026-03908,7,Connector,8291,2026-02-02,2026-02-09,8159
BATCH-2025-03909,11,Connector,4013,2025-07-25,2025-08-06,3923
BATCH-2024-03910,45,Charger,5296,2024-12-04,2024-12-13,5003
BATCH-2026-03911,49,Camera,1699,2026-04-10,2026-04-16,1679
BATCH-2025-03912,17,PCB,2032,2025-07-18,2025-07-30,1938
BATCH-2025-03913,27,Memory,212,2025-11-08,2025-11-22,207
BATCH-2026-03914,50,Charger,6989,2026-07-08,2026-07-15,6757
BATCH-2026-03915,28,Fan,4257,2026-06-27,2026-07-12,4193
BATCH-2025-03916,24,Charger,7569,2025-08-25,2025-09-05,7493
BATCH-2025-03917,41,Connector,4774,2025-10-31,2025-11-15,4491
BATCH-2025-03918,17,Memory,6513,2025-10-19,2025-11-01,6193
BATCH-2025-03919,5,Microcontroller,8880,2025-07-15,2025-07-28,8639
BATCH-2025-03920,23,Motherboard,3714,2025-06-23,2025-07-08,3669
BATCH-2024-03921,9,Fan,3732,2024-12-01,2024-12-21,3635
BATCH-2025-03922,50,Motherboard,755,2025-04-22,2025-05-05,708
BATCH-2026-03923,1,Microcontroller,6183,2026-03-23,2026-04-03,5939
BATCH-2026-03924,26,Speaker,9960,2026-04-08,2026-04-23,9593
BATCH-2025-03925,48,Connector,5540,2025-05-12,2025-05-20,5485
BATCH-2026-03926,36,Power IC,8497,2026-08-03,2026-08-16,8284
BATCH-2026-03927,45,Sensor,5691,2026-03-28,2026-04-09,5593
BATCH-2025-03928,21,Sensor,3338,2025-11-27,2025-12-13,3249
BATCH-2025-03929,40,Motherboard,4548,2025-05-26,2025-06-09,4380
BATCH-2025-03930,36,Processor,675,2025-07-26,2025-08-12,627
BATCH-2026-03931,36,Processor,8846,2026-08-10,2026-08-28,8368
BATCH-2026-03932,23,Battery,7903,2026-08-23,2026-09-11,7824
BATCH-2025-03933,42,Microcontroller,3667,2025-12-21,2026-01-08,3576
BATCH-2026-03934,12,Connector,7544,2026-08-02,2026-08-09,7302
BATCH-2026-03935,30,Battery,6076,2026-06-19,2026-06-29,5754
BATCH-2026-03936,25,Memory,9588,2026-03-23,2026-04-03,9492
BATCH-2026-03937,4,Camera,2458,2026-04-25,2026-05-13,2418
BATCH-2025-03938,41,Charger,339,2025-03-25,2025-04-05,328
BATCH-2025-03939,44,PCB,1667,2025-03-27,2025-04-08,1568
BATCH-2026-03940,48,Charger,9098,2026-08-16,2026-08-30,8728
BATCH-2026-03941,7,PCB,3199,2026-02-12,2026-02-21,3119
BATCH-2024-03942,49,Sensor,681,2024-12-26,2025-01-15,655
BATCH-2024-03943,6,Motherboard,3384,2024-09-18,2024-09-23,3350
BATCH-2026-03944,28,Microcontroller,3875,2026-03-07,2026-03-15,3826
BATCH-2025-03945,39,Sensor,513,2025-03-18,2025-03-28,481
BATCH-2025-03946,24,Microcontroller,7140,2025-05-03,2025-05-18,6727
BATCH-2026-03947,12,Processor,8439,2026-05-18,2026-05-29,8216
BATCH-2025-03948,44,Fan,9602,2025-07-01,2025-07-16,9354
BATCH-2026-03949,16,Sensor,5984,2026-04-15,2026-05-01,5924
BATCH-2026-03950,48,Power IC,4216,2026-07-16,2026-07-27,4090
BATCH-2026-03951,25,Connector,2658,2026-05-10,2026-05-27,2592
BATCH-2026-03952,36,Charger,5622,2026-09-08,2026-09-18,5388
BATCH-2026-03953,46,Motherboard,5231,2026-03-05,2026-03-10,5007
BATCH-2025-03954,38,Charger,6936,2025-03-12,2025-03-20,6382
BATCH-2026-03955,38,Power IC,6237,2026-02-01,2026-02-16,5883
BATCH-2025-03956,46,Battery,8469,2025-06-16,2025-06-25,8190
BATCH-2026-03957,26,PCB,7512,2026-02-27,2026-03-12,7080
BATCH-2024-03958,44,Charger,2836,2024-09-18,2024-10-08,2720
BATCH-2024-03959,40,Sensor,1535,2024-10-22,2024-11-08,1520
BATCH-2025-03960,16,Sensor,9514,2025-10-22,2025-11-09,9367
BATCH-2025-03961,10,Processor,9918,2025-09-30,2025-10-10,9484
BATCH-2025-03962,19,Fan,1148,2025-06-25,2025-07-02,1130
BATCH-2025-03963,20,Motherboard,5745,2025-06-23,2025-07-07,5213
BATCH-2025-03964,22,Connector,9606,2025-08-22,2025-09-08,9438
BATCH-2026-03965,28,Motherboard,4671,2026-02-25,2026-03-02,4624
BATCH-2026-03966,35,Processor,5712,2026-04-11,2026-04-23,5482
BATCH-2025-03967,50,Camera,5341,2025-06-04,2025-06-20,5280
BATCH-2025-03968,22,Power IC,5049,2025-03-25,2025-03-31,4983
BATCH-2026-03969,31,Connector,8555,2026-02-16,2026-02-27,8333
BATCH-2025-03970,17,Processor,935,2025-05-28,2025-06-09,926
BATCH-2025-03971,16,Sensor,3044,2025-11-11,2025-11-22,3014
BATCH-2025-03972,47,Memory,407,2025-12-16,2025-12-27,400
BATCH-2026-03973,3,Camera,7765,2026-07-25,2026-08-07,7687
BATCH-2025-03974,27,Sensor,2492,2025-09-01,2025-09-20,2467
BATCH-2025-03975,26,Fan,1780,2025-05-10,2025-05-19,1753
BATCH-2025-03976,39,Battery,3907,2025-01-08,2025-01-24,3868
BATCH-2025-03977,12,Sensor,5088,2025-09-14,2025-09-26,5037
BATCH-2025-03978,12,Display,723,2025-10-05,2025-10-23,716
BATCH-2025-03979,43,Speaker,3101,2025-04-05,2025-04-24,2935
BATCH-2025-03980,24,Camera,4061,2025-05-28,2025-06-10,3953
BATCH-2025-03981,25,Microcontroller,8299,2025-05-18,2025-05-23,8168
BATCH-2025-03982,30,Connector,2973,2025-05-23,2025-06-10,2891
BATCH-2025-03983,12,PCB,5489,2025-11-07,2025-11-15,5434
BATCH-2025-03984,37,Sensor,6013,2025-08-28,2025-09-17,5908
BATCH-2025-03985,43,PCB,3545,2025-09-22,2025-09-27,3358
BATCH-2025-03986,9,Processor,7945,2025-07-09,2025-07-23,7690
BATCH-2026-03987,7,Connector,2799,2026-07-17,2026-08-03,2771
