batch_id,supplier_id,component_name,quantity_produced,production_date,received_date,quantity_passed_qc,supplier_name,country,lead_time_days,unit_price,quality_score,failed_units,defect_count,defect_rate,binary_target,days_since_start,month_of_year,quarter,batch_age_days,supplier_mean_defect_rate,supplier_std_defect_rate,supplier_num_batches,supplier_total_units,component_defect_rate
BATCH-2025-04689,3,Speaker,2169,2025-08-21,2025-08-27,2052,Corning,Taiwan,24,487.86,63,0,0,0.0,0,337,8,3,393,0.0005290924687400791,0.0022824547846740364,105,511267,0.00019289953369198322
BATCH-2025-04690,35,Charger,166,2025-11-16,2025-12-02,157,Nokia,Japan,42,219.49,61,0,0,0.0,0,424,11,4,306,0.00019787338089100073,0.0003538789829112609,102,503406,0.0002259435803313693
BATCH-2024-04691,36,Memory,2181,2024-12-08,2024-12-18,2086,Ericsson,Germany,60,205.45,68,0,0,0.0,0,81,12,4,649,0.00016582352511078637,0.0003750099810004351,109,536222,0.00013960848603418856
BATCH-2025-04692,2,Processor,1666,2025-05-14,2025-05-19,1641,TSMC,South Korea,34,349.29,92,0,0,0.0,0,238,5,2,492,0.0001216095118122708,0.0004158402802419921,99,473547,0.0001723848232239575
BATCH-2025-04693,41,Memory,925,2025-07-07,2025-07-14,916,HP,Japan,60,204.38,85,0,0,0.0,0,292,7,3,438,0.00012231852387452777,0.00025339821295037224,87,408153,0.00013960848603418856
BATCH-2025-04694,50,Connector,1553,2025-03-08,2025-03-19,1530,APC,South Korea,30,481.03,64,0,0,0.0,0,171,3,1,559,0.0002753509047441992,0.0007401953979905162,113,559124,0.00020757696267843906
BATCH-2025-04695,47,Connector,2409,2025-09-14,2025-09-20,2312,Molex,Japan,37,191.75,76,0,0,0.0,0,361,9,3,369,0.00015063481442028842,0.00045023343696729267,102,507171,0.00020757696267843906
BATCH-2025-04696,34,Connector,3635,2025-12-07,2025-12-23,3599,Renesas,China,19,153.37,81,0,0,0.0,0,445,12,4,285,0.00020629854890063796,0.000928870183527049,112,540044,0.00020757696267843906
BATCH-2026-04697,41,PCB,9958,2026-08-22,2026-09-08,9779,HP,Japan,60,204.38,85,0,0,0.0,0,703,8,3,27,0.00012231852387452777,0.00025339821295037224,87,408153,0.0002244207567666141
BATCH-2026-04698,15,Charger,8153,2026-02-12,2026-02-24,8071,SK Hynix,Taiwan,40,342.16,65,0,0,0.0,0,512,2,1,218,0.00026051175061660777,0.0007352320636847295,93,436297,0.0002259435803313693
BATCH-2025-04699,35,PCB,499,2025-07-12,2025-07-25,476,Nokia,Japan,42,219.49,61,0,0,0.0,0,297,7,3,433,0.00019787338089100073,0.0003538789829112609,102,503406,0.0002244207567666141
BATCH-2024-04700,11,Camera,4426,2024-12-08,2024-12-14,4382,Murata,Japan,22,178.55,88,0,0,0.0,0,81,12,4,649,0.00015599689945027513,0.0009387029695731565,105,551463,0.00017585459338616095
BATCH-2025-04701,14,Camera,6871,2025-09-26,2025-10-03,6802,STMicroelectronics,South Korea,31,23.81,77,0,0,0.0,0,373,9,3,357,0.0001573864901705702,0.00046936123067953895,91,385139,0.00017585459338616095
BATCH-2025-04702,34,Sensor,7420,2025-10-03,2025-10-18,7346,Renesas,China,19,153.37,81,0,0,0.0,0,380,10,4,350,0.00020629854890063796,0.000928870183527049,112,540044,0.00016450590746445605
BATCH-2026-04703,36,Memory,2472,2026-08-16,2026-08-22,2439,Ericsson,Germany,60,205.45,68,0,0,0.0,0,697,8,3,33,0.00016582352511078637,0.0003750099810004351,109,536222,0.00013960848603418856
BATCH-2026-04704,46,Camera,3751,2026-08-18,2026-08-31,3560,Liteon,China,58,348.77,65,0,0,0.0,0,699,8,3,31,0.000177376316521378,0.0004995509860038717,96,502846,0.00017585459338616095
BATCH-2025-04705,6,PCB,8324,2025-06-27,2025-07-02,8041,NVIDIA,Germany,38,463.53,74,0,0,0.0,0,282,6,2,448,0.00023377595866623649,0.0009271237760431065,104,528560,0.0002244207567666141
BATCH-2024-04706,45,Battery,2785,2024-12-26,2025-01-09,2571,Pegatron,Taiwan,47,251.52,66,0,0,0.0,0,99,12,4,631,0.0001275169517997213,0.0003266025273992103,94,477190,0.00021173401481822628
BATCH-2025-04707,33,Power IC,211,2025-07-14,2025-08-01,209,Denso,Taiwan,41,277.68,84,0,0,0.0,0,299,7,3,431,0.00013528007016307464,0.0006519489677036868,119,602071,0.00017735448108886377
BATCH-2025-04708,40,Processor,2776,2025-08-19,2025-09-01,2629,Dell,China,20,392.38,81,0,0,0.0,0,335,8,3,395,0.00013234425192726218,0.0003712523513249762,101,498329,0.0001723848232239575
BATCH-2026-04709,36,Battery,6809,2026-04-22,2026-05-09,6464,Ericsson,Germany,60,205.45,68,0,0,0.0,0,581,4,2,149,0.00016582352511078637,0.0003750099810004351,109,536222,0.00021173401481822628
BATCH-2026-04710,30,Motherboard,8696,2026-05-13,2026-05-24,8230,Western Digital,Germany,16,59.04,65,0,0,0.0,0,602,5,2,128,0.00026662885278630423,0.0008545899187981254,93,459619,0.0002354934172429249
BATCH-2026-04711,30,Battery,7971,2026-04-14,2026-04-19,7633,Western Digital,Germany,16,59.04,65,0,0,0.0,0,573,4,2,157,0.00026662885278630423,0.0008545899187981254,93,459619,0.00021173401481822628
BATCH-2026-04712,47,Sensor,880,2026-08-02,2026-08-08,845,Molex,Japan,37,191.75,76,0,0,0.0,0,683,8,3,47,0.00015063481442028842,0.00045023343696729267,102,507171,0.00016450590746445605
BATCH-2025-04713,46,Connector,8968,2025-07-26,2025-08-05,8878,Liteon,China,58,348.77,65,0,0,0.0,0,311,7,3,419,0.000177376316521378,0.0004995509860038717,96,502846,0.00020757696267843906
BATCH-2025-04714,17,Sensor,6471,2025-10-28,2025-11-10,6174,Mitsubishi,Japan,33,186.49,72,0,0,0.0,0,405,10,4,325,0.00014815223187369047,0.00046308585294764547,114,569061,0.00016450590746445605
BATCH-2025-04715,50,Sensor,9726,2025-08-20,2025-09-03,9629,APC,South Korea,30,481.03,64,0,0,0.0,0,336,8,3,394,0.0002753509047441992,0.0007401953979905162,113,559124,0.00016450590746445605
BATCH-2026-04716,28,Memory,1620,2026-06-13,2026-06-26,1576,Kioxia,China,36,390.8,86,0,0,0.0,0,633,6,2,97,6.548471380186631e-05,0.00020932699508353792,108,509896,0.00013960848603418856
BATCH-2025-04717,9,Power IC,1543,2025-06-17,2025-06-27,1511,Sony,Taiwan,19,33.78,81,0,0,0.0,0,272,6,2,458,0.00014132799993781594,0.00029553061545999206,104,509780,0.00017735448108886377
BATCH-2025-04718,12,Motherboard,4000,2025-04-11,2025-04-18,3960,Amphenol,Germany,18,446.77,96,0,0,0.0,0,205,4,2,525,8.015372036339901e-05,0.00041034141517753633,113,576135,0.0002354934172429249
BATCH-2026-04719,28,Sensor,6519,2026-07-18,2026-08-07,6375,Kioxia,China,36,390.8,86,0,0,0.0,0,668,7,3,62,6.548471380186631e-05,0.00020932699508353792,108,509896,0.00016450590746445605
BATCH-2026-04720,10,Power IC,8178,2026-09-14,2026-09-20,8096,Panasonic,China,54,316.57,91,0,0,0.0,0,726,9,3,4,0.000144927638474753,0.0007549544377028447,94,435868,0.00017735448108886377
BATCH-2025-04721,15,Speaker,1128,2025-09-14,2025-09-25,1050,SK Hynix,Taiwan,40,342.16,65,0,0,0.0,0,361,9,3,369,0.00026051175061660777,0.0007352320636847295,93,436297,0.00019289953369198322
BATCH-2025-04722,20,Microcontroller,7038,2025-05-17,2025-06-06,6537,Delta Electronics,South Korea,30,335.57,68,0,0,0.0,0,241,5,2,489,0.00014552538396359592,0.00035285670745256997,82,427248,0.00013908905895273712
BATCH-2026-04723,44,PCB,7625,2026-03-01,2026-03-16,7439,Wistron,South Korea,50,232.01,87,0,0,0.0,0,529,3,1,201,0.00010336577465557791,0.000380745741124954,117,590216,0.0002244207567666141
BATCH-2026-04724,33,Power IC,6173,2026-03-13,2026-03-19,5796,Denso,Taiwan,41,277.68,84,0,0,0.0,0,541,3,1,189,0.00013528007016307464,0.0006519489677036868,119,602071,0.00017735448108886377
BATCH-2026-04725,48,Display,2413,2026-08-11,2026-08-27,2284,TE Connectivity,Germany,25,315.88,71,0,0,0.0,0,692,8,3,38,0.000215467021331229,0.0009668394253566584,108,542251,0.00016919115080672866
BATCH-2025-04726,33,Memory,2058,2025-11-05,2025-11-18,2037,Denso,Taiwan,41,277.68,84,0,0,0.0,0,413,11,4,317,0.00013528007016307464,0.0006519489677036868,119,602071,0.00013960848603418856
BATCH-2025-04727,39,Speaker,4752,2025-12-03,2025-12-11,4586,Lenovo,Taiwan,57,331.63,71,0,0,0.0,0,441,12,4,289,0.00017438124238925042,0.000501056949565781,101,560841,0.00019289953369198322
BATCH-2026-04728,25,Battery,5305,2026-08-05,2026-08-17,5252,Broadcom,USA,26,71.6,85,0,0,0.0,0,686,8,3,44,9.454505074439549e-05,0.0003137783114627588,84,481980,0.00021173401481822628
BATCH-2026-04729,38,Fan,4172,2026-03-26,2026-04-02,4060,Xiaomi,South Korea,52,142.13,62,0,0,0.0,0,554,3,1,176,0.0002941454324685746,0.0007248486269555904,106,537180,0.00012855165100050963
BATCH-2024-04730,16,Motherboard,9261,2024-12-03,2024-12-23,9063,Hitachi,China,57,483.82,88,0,0,0.0,0,76,12,4,654,8.336477286677332e-05,0.0004697935134049564,95,503392,0.0002354934172429249
BATCH-2025-04731,39,Speaker,9367,2025-07-25,2025-08-08,9273,Lenovo,Taiwan,57,331.63,71,0,0,0.0,0,310,7,3,420,0.00017438124238925042,0.000501056949565781,101,560841,0.00019289953369198322
BATCH-2025-04732,8,Power IC,9339,2025-07-02,2025-07-22,9082,LG Chem,South Korea,40,115.16,76,0,0,0.0,0,287,7,3,443,0.00013285380642027623,0.00028745834951003884,92,477433,0.00017735448108886377
BATCH-2026-04733,19,Sensor,763,2026-07-03,2026-07-11,745,Sumitomo,USA,36,238.9,64,0,0,0.0,0,653,7,3,77,0.00016876737493119937,0.00039378300837730447,91,458378,0.00016450590746445605
BATCH-2026-04734,34,Power IC,5215,2026-03-29,2026-04-03,5163,Renesas,China,19,153.37,81,0,0,0.0,0,557,3,1,173,0.00020629854890063796,0.000928870183527049,112,540044,0.00017735448108886377
BATCH-2024-04735,5,Fan,6357,2024-09-20,2024-09-25,6145,Apple,Japan,38,226.29,64,0,0,0.0,0,2,9,3,728,0.00029304167774806515,0.0010333897385835877,92,488005,0.00012855165100050963
BATCH-2025-04736,8,Sensor,5654,2025-09-14,2025-09-24,5528,LG Chem,South Korea,40,115.16,76,0,0,0.0,0,361,9,3,369,0.00013285380642027623,0.00028745834951003884,92,477433,0.00016450590746445605
BATCH-2025-04737,35,Motherboard,2474,2025-03-14,2025-03-25,2405,Nokia,Japan,42,219.49,61,0,0,0.0,0,177,3,1,553,0.00019787338089100073,0.0003538789829112609,102,503406,0.0002354934172429249
BATCH-2026-04738,33,Processor,4365,2026-03-21,2026-04-04,4223,Denso,Taiwan,41,277.68,84,0,0,0.0,0,549,3,1,181,0.00013528007016307464,0.0006519489677036868,119,602071,0.0001723848232239575
BATCH-2025-04739,45,Power IC,5736,2025-10-29,2025-11-07,5604,Pegatron,Taiwan,47,251.52,66,0,0,0.0,0,406,10,4,324,0.0001275169517997213,0.0003266025273992103,94,477190,0.00017735448108886377
BATCH-2026-04740,22,Battery,4961,2026-08-15,2026-08-27,4911,Flex,China,43,157.56,86,0,0,0.0,0,696,8,3,34,6.527455789884103e-05,0.00021075148645526503,94,530055,0.00021173401481822628
BATCH-2026-04741,46,Battery,8360,2026-03-01,2026-03-20,8152,Liteon,China,58,348.77,65,0,0,0.0,0,529,3,1,201,0.000177376316521378,0.0004995509860038717,96,502846,0.00021173401481822628
BATCH-2025-04742,7,Charger,6286,2025-11-20,2025-11-25,6095,Foxconn,USA,50,411.74,84,0,0,0.0,0,428,11,4,302,0.0003217144075727912,0.0015438669764764946,105,555087,0.0002259435803313693
BATCH-2026-04743,11,Connector,5896,2026-07-28,2026-08-02,5837,Murata,Japan,22,178.55,88,0,0,0.0,0,678,7,3,52,0.00015599689945027513,0.0009387029695731565,105,551463,0.00020757696267843906
BATCH-2025-04744,47,Processor,5722,2025-06-14,2025-07-03,5507,Molex,Japan,37,191.75,76,0,0,0.0,0,269,6,2,461,0.00015063481442028842,0.00045023343696729267,102,507171,0.0001723848232239575
BATCH-2025-04745,2,Fan,4948,2025-01-12,2025-01-30,4827,TSMC,South Korea,34,349.29,92,0,0,0.0,0,116,1,1,614,0.0001216095118122708,0.0004158402802419921,99,473547,0.00012855165100050963
BATCH-2026-04746,46,Power IC,3102,2026-03-18,2026-04-07,2910,Liteon,China,58,348.77,65,0,0,0.0,0,546,3,1,184,0.000177376316521378,0.0004995509860038717,96,502846,0.00017735448108886377
BATCH-2024-04747,19,Fan,9282,2024-09-22,2024-10-02,8955,Sumitomo,USA,36,238.9,64,0,0,0.0,0,4,9,3,726,0.00016876737493119937,0.00039378300837730447,91,458378,0.00012855165100050963
BATCH-2025-04748,28,Memory,236,2025-01-16,2025-02-02,226,Kioxia,China,36,390.8,86,0,0,0.0,0,120,1,1,610,6.548471380186631e-05,0.00020932699508353792,108,509896,0.00013960848603418856
BATCH-2026-04749,23,Camera,3150,2026-02-02,2026-02-15,3118,ASE,Japan,50,402.77,91,0,0,0.0,0,502,2,1,228,6.663525433902222e-05,0.00015954052120490043,90,441864,0.00017585459338616095
BATCH-2025-04750,7,Power IC,8676,2025-09-24,2025-10-06,8449,Foxconn,USA,50,411.74,84,0,0,0.0,0,371,9,3,359,0.0003217144075727912,0.0015438669764764946,105,555087,0.00017735448108886377
BATCH-2025-04751,7,Connector,6512,2025-05-28,2025-06-08,6333,Foxconn,USA,50,411.74,84,0,0,0.0,0,252,5,2,478,0.0003217144075727912,0.0015438669764764946,105,555087,0.00020757696267843906
BATCH-2026-04752,44,Display,4088,2026-03-31,2026-04-09,3972,Wistron,South Korea,50,232.01,87,0,0,0.0,0,559,3,1,171,0.00010336577465557791,0.000380745741124954,117,590216,0.00016919115080672866
BATCH-2025-04753,47,PCB,2933,2025-01-15,2025-01-30,2788,Molex,Japan,37,191.75,76,0,0,0.0,0,119,1,1,611,0.00015063481442028842,0.00045023343696729267,102,507171,0.0002244207567666141
BATCH-2025-04754,13,Motherboard,1685,2025-06-22,2025-07-03,1668,Onsemi,USA,46,98.93,89,0,0,0.0,0,277,6,2,453,0.00013306539717335389,0.0004888825988608853,89,428711,0.0002354934172429249
BATCH-2024-04755,31,Memory,1862,2024-10-26,2024-10-31,1836,Kyocera,USA,35,236.61,85,0,0,0.0,0,38,10,4,692,0.00018411673535101585,0.0009126920964599268,104,605811,0.00013960848603418856
BATCH-2024-04756,32,PCB,3995,2024-09-18,2024-09-26,3865,Canon,South Korea,54,382.97,81,0,0,0.0,0,0,9,3,730,8.286140374041643e-05,0.0002525478149158471,93,484783,0.0002244207567666141
BATCH-2026-04757,26,Processor,7790,2026-05-06,2026-05-14,7507,Texas Instruments,South Korea,53,5.67,67,0,0,0.0,0,595,5,2,135,0.0002658174764162671,0.0009122443285503541,102,493376,0.0001723848232239575
BATCH-2026-04758,41,Power IC,985,2026-01-03,2026-01-09,975,HP,Japan,60,204.38,85,0,0,0.0,0,472,1,1,258,0.00012231852387452777,0.00025339821295037224,87,408153,0.00017735448108886377
BATCH-2025-04759,49,Sensor,2982,2025-07-01,2025-07-09,2824,Coherent,USA,42,45.65,73,0,0,0.0,0,286,7,3,444,0.00034438539861380375,0.0009931063632699735,93,417736,0.00016450590746445605
BATCH-2026-04760,29,Power IC,6473,2026-01-17,2026-02-06,6367,Seagate,Japan,40,285.23,77,0,0,0.0,0,486,1,1,244,0.00016256441034907573,0.0004929460254392659,92,456988,0.00017735448108886377
BATCH-2026-04761,11,Sensor,4401,2026-08-20,2026-09-01,4158,Murata,Japan,22,178.55,88,0,0,0.0,0,701,8,3,29,0.00015599689945027513,0.0009387029695731565,105,551463,0.00016450590746445605
BATCH-2025-04762,35,Microcontroller,6734,2025-03-05,2025-03-10,6577,Nokia,Japan,42,219.49,61,0,0,0.0,0,168,3,1,562,0.00019787338089100073,0.0003538789829112609,102,503406,0.00013908905895273712
BATCH-2025-04763,1,Power IC,262,2025-02-22,2025-03-13,259,Samsung,USA,19,220.56,89,0,0,0.0,0,157,2,1,573,0.00017219294545324894,0.0013891588805521986,106,504263,0.00017735448108886377
BATCH-2025-04764,2,Charger,2930,2025-08-30,2025-09-12,2893,TSMC,South Korea,34,349.29,92,0,0,0.0,0,346,8,3,384,0.0001216095118122708,0.0004158402802419921,99,473547,0.0002259435803313693
BATCH-2026-04765,30,Speaker,225,2026-07-03,2026-07-23,213,Western Digital,Germany,16,59.04,65,0,0,0.0,0,653,7,3,77,0.00026662885278630423,0.0008545899187981254,93,459619,0.00019289953369198322
BATCH-2026-04766,5,PCB,1645,2026-07-19,2026-07-29,1621,Apple,Japan,38,226.29,64,0,0,0.0,0,669,7,3,61,0.00029304167774806515,0.0010333897385835877,92,488005,0.0002244207567666141
BATCH-2024-04767,34,Battery,5474,2024-11-11,2024-11-18,5359,Renesas,China,19,153.37,81,0,0,0.0,0,54,11,4,676,0.00020629854890063796,0.000928870183527049,112,540044,0.00021173401481822628
BATCH-2024-04768,39,Motherboard,9969,2024-12-27,2025-01-15,9869,Lenovo,Taiwan,57,331.63,71,0,0,0.0,0,100,12,4,630,0.00017438124238925042,0.000501056949565781,101,560841,0.0002354934172429249
BATCH-2024-04769,7,Display,5157,2024-09-25,2024-10-01,4845,Foxconn,USA,50,411.74,84,0,0,0.0,0,7,9,3,723,0.0003217144075727912,0.0015438669764764946,105,555087,0.00016919115080672866
BATCH-2025-04770,27,Microcontroller,2752,2025-05-17,2025-05-25,2724,Infineon,Taiwan,51,333.1,89,0,0,0.0,0,241,5,2,489,0.00011089276239704126,0.00035581711278072977,111,553940,0.00013908905895273712
BATCH-2025-04771,50,Fan,9140,2025-08-13,2025-08-28,8530,APC,South Korea,30,481.03,64,0,0,0.0,0,329,8,3,401,0.0002753509047441992,0.0007401953979905162,113,559124,0.00012855165100050963
BATCH-2025-04772,37,Memory,3792,2025-08-29,2025-09-10,3699,Huawei,USA,60,118.5,92,0,0,0.0,0,345,8,3,385,0.00010426815057621344,0.0003557497462935021,91,442918,0.00013960848603418856
BATCH-2025-04773,46,Motherboard,9344,2025-07-30,2025-08-04,9002,Liteon,China,58,348.77,65,0,0,0.0,0,315,7,3,415,0.000177376316521378,0.0004995509860038717,96,502846,0.0002354934172429249
BATCH-2025-04774,14,Memory,113,2025-05-12,2025-05-18,110,STMicroelectronics,South Korea,31,23.81,77,0,0,0.0,0,236,5,2,494,0.0001573864901705702,0.00046936123067953895,91,385139,0.00013960848603418856
BATCH-2026-04775,27,Speaker,2953,2026-05-08,2026-05-19,2923,Infineon,Taiwan,51,333.1,89,0,0,0.0,0,597,5,2,133,0.00011089276239704126,0.00035581711278072977,111,553940,0.00019289953369198322
BATCH-2025-04776,37,Microcontroller,9944,2025-11-20,2025-12-10,9707,Huawei,USA,60,118.5,92,0,0,0.0,0,428,11,4,302,0.00010426815057621344,0.0003557497462935021,91,442918,0.00013908905895273712
BATCH-2025-04777,47,Battery,4735,2025-01-07,2025-01-24,4688,Molex,Japan,37,191.75,76,0,0,0.0,0,111,1,1,619,0.00015063481442028842,0.00045023343696729267,102,507171,0.00021173401481822628
BATCH-2024-04778,45,Camera,3467,2024-12-11,2024-12-24,3396,Pegatron,Taiwan,47,251.52,66,0,0,0.0,0,84,12,4,646,0.0001275169517997213,0.0003266025273992103,94,477190,0.00017585459338616095
BATCH-2026-04779,29,Power IC,9137,2026-04-15,2026-04-24,9046,Seagate,Japan,40,285.23,77,0,0,0.0,0,574,4,2,156,0.00016256441034907573,0.0004929460254392659,92,456988,0.00017735448108886377
BATCH-2025-04780,29,Speaker,937,2025-08-01,2025-08-19,886,Seagate,Japan,40,285.23,77,0,0,0.0,0,317,8,3,413,0.00016256441034907573,0.0004929460254392659,92,456988,0.00019289953369198322
BATCH-2026-04781,28,Camera,3506,2026-09-01,2026-09-15,3471,Kioxia,China,36,390.8,86,0,0,0.0,0,713,9,3,17,6.548471380186631e-05,0.00020932699508353792,108,509896,0.00017585459338616095
BATCH-2025-04782,47,Power IC,9125,2025-05-14,2025-05-25,8619,Molex,Japan,37,191.75,76,0,0,0.0,0,238,5,2,492,0.00015063481442028842,0.00045023343696729267,102,507171,0.00017735448108886377
BATCH-2026-04783,7,Battery,3153,2026-06-17,2026-06-28,3121,Foxconn,USA,50,411.74,84,0,0,0.0,0,637,6,2,93,0.0003217144075727912,0.0015438669764764946,105,555087,0.00021173401481822628
BATCH-2025-04784,42,Memory,8498,2025-07-21,2025-08-05,8413,Acer,Germany,34,85.15,90,0,0,0.0,0,306,7,3,424,5.058942432590356e-05,0.0001440589145000144,106,511239,0.00013960848603418856
BATCH-2025-04785,3,Battery,7239,2025-08-29,2025-09-07,7023,Corning,Taiwan,24,487.86,63,0,0,0.0,0,345,8,3,385,0.0005290924687400791,0.0022824547846740364,105,511267,0.00021173401481822628
BATCH-2026-04786,39,Sensor,9164,2026-03-18,2026-04-02,8614,Lenovo,Taiwan,57,331.63,71,0,0,0.0,0,546,3,1,184,0.00017438124238925042,0.000501056949565781,101,560841,0.00016450590746445605
BATCH-2025-04787,23,Fan,7323,2025-11-29,2025-12-05,7233,ASE,Japan,50,402.77,91,0,0,0.0,0,437,11,4,293,6.663525433902222e-05,0.00015954052120490043,90,441864,0.00012855165100050963
BATCH-2025-04788,37,Speaker,3996,2025-11-10,2025-11-15,3907,Huawei,USA,60,118.5,92,0,0,0.0,0,418,11,4,312,0.00010426815057621344,0.0003557497462935021,91,442918,0.00019289953369198322
BATCH-2026-04789,48,Motherboard,4234,2026-08-26,2026-09-04,4030,TE Connectivity,Germany,25,315.88,71,0,0,0.0,0,707,8,3,23,0.000215467021331229,0.0009668394253566584,108,542251,0.0002354934172429249
BATCH-2025-04790,45,Processor,9808,2025-12-30,2026-01-06,9549,Pegatron,Taiwan,47,251.52,66,0,0,0.0,0,468,12,4,262,0.0001275169517997213,0.0003266025273992103,94,477190,0.0001723848232239575
BATCH-2026-04791,17,Motherboard,627,2026-07-11,2026-07-26,620,Mitsubishi,Japan,33,186.49,72,0,0,0.0,0,661,7,3,69,0.00014815223187369047,0.00046308585294764547,114,569061,0.0002354934172429249
BATCH-2025-04792,48,Camera,2128,2025-03-13,2025-03-20,1997,TE Connectivity,Germany,25,315.88,71,0,0,0.0,0,176,3,1,554,0.000215467021331229,0.0009668394253566584,108,542251,0.00017585459338616095
BATCH-2025-04793,22,Power IC,5435,2025-09-08,2025-09-16,5381,Flex,China,43,157.56,86,0,0,0.0,0,355,9,3,375,6.527455789884103e-05,0.00021075148645526503,94,530055,0.00017735448108886377
BATCH-2025-04794,6,Power IC,5717,2025-06-14,2025-06-30,5428,NVIDIA,Germany,38,463.53,74,0,0,0.0,0,269,6,2,461,0.00023377595866623649,0.0009271237760431065,104,528560,0.00017735448108886377
BATCH-2026-04795,41,Charger,7025,2026-01-16,2026-01-21,6931,HP,Japan,60,204.38,85,0,0,0.0,0,485,1,1,245,0.00012231852387452777,0.00025339821295037224,87,408153,0.0002259435803313693
BATCH-2025-04796,35,Fan,296,2025-01-27,2025-02-16,282,Nokia,Japan,42,219.49,61,0,0,0.0,0,131,1,1,599,0.00019787338089100073,0.0003538789829112609,102,503406,0.00012855165100050963
BATCH-2025-04797,31,Battery,4943,2025-11-04,2025-11-10,4824,Kyocera,USA,35,236.61,85,0,0,0.0,0,412,11,4,318,0.00018411673535101585,0.0009126920964599268,104,605811,0.00021173401481822628
BATCH-2024-04798,30,Battery,1997,2024-11-16,2024-12-06,1906,Western Digital,Germany,16,59.04,65,0,0,0.0,0,59,11,4,671,0.00026662885278630423,0.0008545899187981254,93,459619,0.00021173401481822628
BATCH-2026-04799,19,Battery,9496,2026-04-23,2026-05-10,9043,Sumitomo,USA,36,238.9,64,0,0,0.0,0,582,4,2,148,0.00016876737493119937,0.00039378300837730447,91,458378,0.00021173401481822628
BATCH-2025-04800,24,Sensor,3045,2025-05-06,2025-05-11,2924,Qualcomm,Germany,53,145.59,74,0,0,0.0,0,230,5,2,500,0.00017211444124561363,0.00048508112533674527,88,458321,0.00016450590746445605
BATCH-2025-04801,41,Microcontroller,555,2025-12-17,2025-12-23,547,HP,Japan,60,204.38,85,0,0,0.0,0,455,12,4,275,0.00012231852387452777,0.00025339821295037224,87,408153,0.00013908905895273712
BATCH-2026-04802,42,Motherboard,7678,2026-07-25,2026-08-06,7601,Acer,Germany,34,85.15,90,0,0,0.0,0,675,7,3,55,5.058942432590356e-05,0.0001440589145000144,106,511239,0.0002354934172429249
BATCH-2025-04803,27,Connector,3001,2025-12-15,2025-12-31,2961,Infineon,Taiwan,51,333.1,89,0,0,0.0,0,453,12,4,277,0.00011089276239704126,0.00035581711278072977,111,553940,0.00020757696267843906
BATCH-2026-04804,2,Connector,8009,2026-02-04,2026-02-10,7845,TSMC,South Korea,34,349.29,92,0,0,0.0,0,504,2,1,226,0.0001216095118122708,0.0004158402802419921,99,473547,0.00020757696267843906
BATCH-2025-04805,1,Fan,424,2025-03-30,2025-04-06,420,Samsung,USA,19,220.56,89,0,0,0.0,0,193,3,1,537,0.00017219294545324894,0.0013891588805521986,106,504263,0.00012855165100050963
BATCH-2025-04806,30,Microcontroller,7485,2025-08-24,2025-08-29,7029,Western Digital,Germany,16,59.04,65,0,0,0.0,0,340,8,3,390,0.00026662885278630423,0.0008545899187981254,93,459619,0.00013908905895273712
BATCH-2025-04807,11,Memory,3979,2025-05-31,2025-06-12,3792,Murata,Japan,22,178.55,88,0,0,0.0,0,255,5,2,475,0.00015599689945027513,0.0009387029695731565,105,551463,0.00013960848603418856
BATCH-2026-04808,38,Processor,1557,2026-01-24,2026-01-31,1411,Xiaomi,South Korea,52,142.13,62,0,0,0.0,0,493,1,1,237,0.0002941454324685746,0.0007248486269555904,106,537180,0.0001723848232239575
BATCH-2026-04809,22,Sensor,10000,2026-04-21,2026-05-06,9651,Flex,China,43,157.56,86,0,0,0.0,0,580,4,2,150,6.527455789884103e-05,0.00021075148645526503,94,530055,0.00016450590746445605
BATCH-2025-04810,8,Camera,7010,2025-07-12,2025-08-01,6534,LG Chem,South Korea,40,115.16,76,0,0,0.0,0,297,7,3,433,0.00013285380642027623,0.00028745834951003884,92,477433,0.00017585459338616095
BATCH-2025-04811,45,Fan,1150,2025-06-26,2025-07-16,1107,Pegatron,Taiwan,47,251.52,66,0,0,0.0,0,281,6,2,449,0.0001275169517997213,0.0003266025273992103,94,477190,0.00012855165100050963
BATCH-2026-04812,1,Microcontroller,2860,2026-04-05,2026-04-21,2758,Samsung,USA,19,220.56,89,0,0,0.0,0,564,4,2,166,0.00017219294545324894,0.0013891588805521986,106,504263,0.00013908905895273712
BATCH-2025-04813,32,Sensor,2449,2025-02-11,2025-02-24,2324,Canon,South Korea,54,382.97,81,0,0,0.0,0,146,2,1,584,8.286140374041643e-05,0.0002525478149158471,93,484783,0.00016450590746445605
BATCH-2026-04814,42,Speaker,4093,2026-02-16,2026-02-28,4052,Acer,Germany,34,85.15,90,0,0,0.0,0,516,2,1,214,5.058942432590356e-05,0.0001440589145000144,106,511239,0.00019289953369198322
BATCH-2026-04815,40,Display,809,2026-05-01,2026-05-19,786,Dell,China,20,392.38,81,0,0,0.0,0,590,5,2,140,0.00013234425192726218,0.0003712523513249762,101,498329,0.00016919115080672866
BATCH-2025-04816,29,Sensor,2995,2025-06-12,2025-06-21,2965,Seagate,Japan,40,285.23,77,0,0,0.0,0,267,6,2,463,0.00016256441034907573,0.0004929460254392659,92,456988,0.00016450590746445605
